日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/02/03,59711849,18782694826,315.0,316.5,312.0,315.0,-5.0,26483
109/02/04,52208496,16882411296,319.0,326.0,318.0,325.0,10.0,22587
109/02/05,36601453,11985817083,329.0,329.5,324.5,327.5,2.5,16656
109/02/06,29659094,9803038836,329.5,332.5,329.0,332.5,5.0,14246
109/02/07,30055327,9869903253,330.0,330.5,326.0,328.0,-4.5,13075
109/02/10,30814424,10024967927,321.5,328.0,321.0,327.5,-0.5,14825
109/02/11,29062935,9629938182,330.5,332.5,330.0,331.5,4.0,12766
109/02/12,37612639,12593082711,333.5,336.0,333.0,335.0,3.5,17394
109/02/13,23217021,7805299096,338.0,338.0,335.0,335.0,0.0,12563
109/02/14,18326683,6155862838,337.0,337.0,334.5,335.0,0.0,7881
109/02/17,16145079,5354339726,331.5,333.0,330.5,331.5,-3.5,9747
109/02/18,64662604,20957801150,324.5,326.5,322.0,322.0,-9.5,36520
109/02/19,48856218,15881609046,322.5,327.0,322.0,326.5,4.5,16003
109/02/20,27061736,8832642641,328.0,329.0,325.0,325.5,-1.0,11695
109/02/21,22974534,7463007621,325.5,326.5,323.0,325.0,-0.5,9342
109/02/24,42946680,13754512932,319.5,321.5,319.5,320.0,-5.0,18902
109/02/25,38674011,12425785349,320.0,323.5,317.5,322.0,2.0,17366
109/02/26,60768362,19341695595,317.0,320.5,316.5,318.5,-3.5,24310
109/02/27,62401927,19756146876,319.0,320.0,315.0,316.0,-2.5,20633
